code,name,shares,weight,price,change_percent,amount,margin_ratio,market_cap,volatility,monthly_revenue,revenue_yoy,revenue_mom,revenue_momentum_rank,is_high_5d,is_high_20d,is_high_200d,currency
1319,東陽,1504000,0.12,80.1,-2.3170731707317143,138171084.0,3.42,47377315709.99999,5.380794701986763,,,,,False,False,False,TWD
2002,中鋼,4929000,0.09,19.5,0.0,554681251.0,0.78,307576015500.0,4.428904428904425,,,,,False,False,False,TWD
3217,優群,477000,0.07,150.5,-1.9543973941368076,62583474.0,8.1,13560682100.0,4.763437399420663,,,,,False,False,False,TWD
3008,大立光,10000,0.02,2140.0,-2.28310502283105,1006978430.0,2.34,285621948000.0,5.846928720026278,5419732.0,10.76,6.61,0.41414141414141414,False,False,False,TWD
2357,華碩,8000,0.0,555.0,-2.1164021164021163,1880675804.0,1.42,412231966500.0,5.157820490213366,,,,,False,False,False,TWD
1815,富喬,5000,0.0,96.6,-2.127659574468094,2895529982.0,42.32,56500006919.99999,12.198990627253064,,,,,False,False,False,TWD
2439,美律,8000,0.0,83.8,-1.7584994138335288,61888766.0,4.55,21270694220.0,4.177124417353895,3908500.0,24.04,23.86,0.15151515151515152,False,False,False,TWD
3045,台灣大,8000,0.0,109.5,0.0,620395720.0,0.06,407697167100.0,1.889836367826688,,,,,True,False,False,TWD
2313,華通,7000,0.0,260.0,-2.2556390977443606,32442493219.0,11.24,309873356000.0,15.043564574831809,,,,,False,False,False,TWD
3583,辛耘,8000,0.0,461.0,-0.8602150537634409,1114587189.0,12.62,37032729300.0,11.128138630201581,,,,,False,False,False,TWD
