code,name,shares,weight,price,change_percent,amount,margin_ratio,market_cap,volatility,monthly_revenue,revenue_yoy,revenue_mom,revenue_momentum_rank,is_high_5d,is_high_20d,is_high_200d,currency
2330,台積電,10039000,8.97,2135.0,-2.064220183486239,129082703075.0,0.44,55365939807500.0,4.638355158487333,415191699.0,45.19,35.13,0.8053619302949062,False,False,False,TWD
2383,台光電,4425000,8.42,4545.0,2.364864864864865,15926701156.0,2.35,1628569399500.0,11.489135490730282,12010861.0,56.63,52.49,0.924396782841823,False,False,False,TWD
2345,智邦,6031000,5.75,2280.0,3.167420814479638,8579401800.0,1.33,1279348812000.0,10.795742524075012,25010823.0,44.42,64.02,0.5689008042895443,False,False,False,TWD
2308,台達電,6024000,5.46,2165.0,0.0,30992635715.0,0.88,5623681244500.0,8.797614206316931,59779988.0,37.6,34.0,0.7345844504021448,True,True,True,TWD
8046,南電,12637000,5.32,1005.0,9.716157205240176,20404302208.0,5.63,649396327500.0,13.238438920074847,4290690.0,39.03,32.14,0.6563002680965148,True,True,True,TWD
3665,貿聯-KY,4583848,5.31,2770.0,-0.3597122302158274,7562069015.0,4.61,541310353000.0,11.795626576955424,7013696.0,22.21,27.98,0.7994638069705093,False,False,False,TWD
3653,健策,2267000,5.1,5380.0,-1.1937557392102847,2241136445.0,4.58,789422464000.0,10.878411372144756,2163675.0,18.85,11.63,0.5737265415549598,False,False,False,TWD
2368,金像電,8240000,4.79,1390.0,2.2058823529411766,6848070865.0,3.11,709635171000.0,11.573543761401723,7384878.0,63.14,61.77,0.864343163538874,False,False,False,TWD
2454,聯發科,4363000,4.77,2610.0,1.3592233009708738,45996897710.0,2.26,4186210842000.0,9.73248407643312,63219184.0,12.89,-2.71,0.5361930294906166,False,False,False,TWD
3017,奇鋐,3902000,4.63,2835.0,0.0,9711527456.0,3.72,1129103388000.0,10.319634703196346,18017169.0,111.72,110.16,0.8900804289544236,False,False,False,TWD
6223,旺矽,1886000,3.89,4925.0,-0.40444893832153694,6117790500.0,5.27,482557902500.0,11.171559385941288,1388492.0,38.61,39.01,0.7683646112600536,False,False,False,TWD
3037,欣興,10226000,3.78,883.0,9.9626400996264,29614041091.0,9.78,1501367637300.0,11.89554055549408,13079019.0,23.26,24.45,0.7576407506702413,True,True,True,TWD
6669,緯穎,1754000,3.43,4675.0,-3.508771929824561,10448026410.0,5.25,868805740000.0,8.489567113048894,98649307.0,13.87,62.02,0.6745308310991958,False,False,False,TWD
5274,信驊,458000,3.16,16475.0,-0.48323769254001814,5270278295.0,1.21,622799482500.0,12.182300884955751,1235429.0,63.62,52.37,0.914745308310992,False,False,False,TWD
2327,國巨*,16954000,2.25,317.0,-1.5527950310559007,11510305699.0,5.45,657130222000.0,9.656150893006176,13630196.0,22.78,22.7,0.7785522788203754,False,False,False,TWD
3711,日月光投控,10859000,2.17,478.0,-2.1494370522006143,18048556588.0,0.59,2126132910400.0,10.098409428996453,61576674.0,14.56,17.21,0.6310991957104558,False,False,False,TWD
6805,富世達,2099000,1.82,2070.0,0.0,3630504030.0,12.87,141906573000.0,12.179822268687925,1600219.0,95.02,85.8,0.8772117962466488,False,False,False,TWD
6515,穎崴,391000,1.7,10385.0,1.9636720667648502,1885109745.0,3.23,374292016000.0,13.374759178357257,1221786.0,69.24,29.73,0.9592493297587131,True,False,False,TWD
2449,京元電子,12719000,1.61,302.5,6.701940035273369,21704401588.0,5.47,369880392750.0,9.935300895151999,3597874.0,36.05,39.32,0.7522788203753351,True,True,False,TWD
6510,精測,930000,1.34,3440.0,-5.234159779614325,5005404475.0,9.24,112794160000.0,13.964809792057862,487462.0,25.51,17.79,0.763538873994638,False,False,False,TWD
2303,聯電,40054000,1.3,77.3,3.758389261744963,26100038450.0,2.65,973064481990.0,10.810810810810818,20830626.0,4.89,5.49,0.5560321715817694,True,False,False,TWD
3661,世芯-KY,738000,1.28,4135.0,3.245942571785269,12024572268.0,25.01,336107686000.0,9.672319632078183,1933218.0,-46.57,-60.07,0.04932975871313673,False,False,False,TWD
6274,台燿,3019000,1.28,1010.0,3.5897435897435894,3751744666.0,10.5,291601342000.0,10.68099135970896,3781706.0,72.34,57.89,0.885254691689008,False,False,False,TWD
3189,景碩,5358000,1.18,528.0,3.937007874015748,26443871028.0,16.89,241186176000.0,13.385550619593173,3939324.0,25.05,28.83,0.7109919571045576,True,True,True,TWD
2317,鴻海,10727000,0.99,219.5,-2.4444444444444446,16520785864.0,1.61,3073747002400.0,5.838894184938035,803737716.0,45.57,29.68,0.46809651474530833,False,False,False,TWD
8358,金居,5558000,0.9,388.5,5.142083897158322,2911282978.0,39.13,98130438000.0,13.219225185298386,860691.0,42.81,46.53,0.8766756032171582,True,False,False,TWD
6147,頎邦,7884000,0.54,163.0,3.1645569620253164,15316989273.0,29.41,121368740500.0,16.910290678249247,2034617.0,11.45,11.92,0.6616621983914209,True,True,True,TWD
8210,勤誠,1117000,0.53,1130.0,0.8928571428571428,2567789870.0,11.69,141610696000.0,10.417184625329421,2506644.0,44.72,71.1,0.8541554959785522,False,False,False,TWD
5439,高技,3130000,0.5,382.5,-1.034928848641656,2439121437.0,35.42,35563205250.0,12.022194821208384,913646.0,60.31,78.18,0.30563002680965146,False,False,False,TWD
8996,高力,914000,0.48,1250.0,9.649122807017543,4398830330.0,22.61,115603625000.0,15.04983084941026,1273121.0,205.34,237.61,0.9715817694369974,True,True,True,TWD
3443,創意,271000,0.48,4260.0,3.3980582524271843,4367335290.0,13.89,570890694000.0,11.902772502848462,3860470.0,33.47,62.98,0.8916890080428954,True,True,True,TWD
2404,漢唐,1091000,0.43,950.0,-0.9384775808133473,2873945085.0,8.35,181057365000.0,7.459591663122077,7692593.0,100.57,76.15,0.7646112600536193,False,False,False,TWD
3264,欣銓,4897000,0.4,195.0,-2.2556390977443606,2046953110.0,6.31,95583169500.0,12.971160295103957,1421480.0,27.01,23.98,0.749597855227882,False,False,False,TWD
6187,萬潤,684000,0.35,1210.0,10.0,3536128985.0,10.46,117523549000.0,14.997038859277481,531063.0,19.58,14.25,0.5726541554959785,True,False,False,TWD
1590,亞德客-KY,500000,0.3,1455.0,-2.348993288590604,4125279245.0,0.6,291000000000.0,11.68757126567845,4139710.0,18.08,23.68,0.8048257372654155,False,False,False,TWD
2313,華通,2543000,0.26,244.5,6.304347826086956,18974555949.0,13.58,291400136700.0,12.122696981575853,6943219.0,11.12,16.84,0.4697050938337802,True,False,False,TWD
2337,旺宏,2910000,0.19,154.0,-7.784431137724551,47454513692.0,24.44,297386751200.0,15.071897745428725,4421909.0,96.46,70.57,0.9276139410187667,False,False,False,TWD
6191,精成科,3986000,0.16,98.4,-3.9999999999999947,1351811182.0,19.45,49131415200.0,8.89400695839663,3364786.0,78.22,80.88,0.4428954423592493,False,False,False,TWD
2481,強茂,3652000,0.15,101.0,0.0,1789284087.0,15.29,38593604900.0,10.853622763273691,1242276.0,19.13,11.37,0.5699731903485254,False,False,False,TWD
3376,新日興,1681000,0.14,204.0,-0.4878048780487805,777201725.0,27.22,39935815200.0,8.695652173913045,805570.0,-9.59,-16.14,0.2450402144772118,False,False,False,TWD
6415,矽力*-KY,660000,0.12,427.0,8.651399491094146,1473401784.0,5.5,165948423249.5974,11.249633323555296,1777349.0,12.03,18.69,0.4809651474530831,False,False,False,TWD
4966,譜瑞-KY,371000,0.09,575.0,1.232394366197183,809216519.0,26.59,46033235000.0,8.081643911184665,1477104.0,3.35,-3.88,0.4058981233243968,False,False,False,TWD
3217,優群,830000,0.06,166.5,-1.1869436201780417,154687528.0,11.8,15002349300.0,5.226960110041266,353819.0,4.9,2.63,0.23163538873994638,False,False,False,TWD
2002,中鋼,5161000,0.04,18.75,-1.3157894736842104,769966990.0,0.92,295746168750.0,2.971180821219075,28622383.0,-2.3,-4.81,0.5453083109919571,False,False,False,TWD
1319,東陽,509000,0.02,74.8,0.0,262506930.0,3.65,44242487080.0,4.277663934426231,2045347.0,-19.85,-22.76,0.36193029490616624,False,False,False,TWD
2357,華碩,16000,0.0,581.0,-1.1904761904761905,1797021664.0,1.32,431543734300.0,4.18848167539267,86083764.0,33.84,41.08,0.6568364611260054,False,False,False,TWD
1815,富喬,107000,0.0,108.5,-1.809954751131222,4556289722.0,41.83,63460152700.0,12.114014251781475,681209.0,33.01,36.08,0.8729222520107238,False,False,False,TWD
2439,美律,16000,0.0,86.0,-2.714932126696839,334191605.0,5.3,21829113400.0,4.069834001144815,3908500.0,24.04,23.86,0.2230563002680965,False,False,False,TWD
4979,華星光,1000,0.0,609.0,8.75,1030930329.0,28.68,85903286700.0,11.760550113036926,451568.0,20.18,11.86,0.7056300268096515,True,False,False,TWD
5347,世界,62000,0.0,145.5,1.0416666666666665,6467914064.0,2.97,271659878100.00003,10.864244021841461,4940712.0,7.28,4.87,0.5758713136729222,False,False,False,TWD
