code,name,shares,weight,price,change_percent,amount,margin_ratio,market_cap,volatility,monthly_revenue,revenue_yoy,revenue_mom,revenue_momentum_rank,is_high_5d,is_high_20d,is_high_200d,currency
2330,台積電,9114000,9.39,2185.0,5.048076923076923,112917570260.0,0.4,56662566032500.0,3.9989811512990325,415191699.0,45.19,35.13,0.8053619302949062,True,True,True,TWD
2383,台光電,4125000,8.7,4475.0,9.146341463414634,19487669681.0,2.21,1603486922500.0,11.228891000804152,12010861.0,56.63,52.49,0.924396782841823,True,True,True,TWD
2308,台達電,6024000,5.89,2075.0,4.797979797979798,23696287544.0,0.8,5389902347500.0,8.673469387755102,59779988.0,37.6,34.0,0.7345844504021448,True,True,True,TWD
3653,健策,2267000,5.74,5370.0,1.1299435028248588,2528595110.0,4.3,787955136000.0,11.431360165355688,2163675.0,18.85,11.63,0.5737265415549598,False,False,False,TWD
3017,奇鋐,3902000,5.42,2945.0,9.888059701492537,15215988480.0,3.46,1172913396000.0,10.87259847590426,18017169.0,111.72,110.16,0.8900804289544236,True,True,True,TWD
3665,貿聯-KY,4097848,5.34,2765.0,0.3629764065335753,9885561115.0,4.79,540333258500.0,12.419116812351003,7013696.0,22.21,27.98,0.7994638069705093,True,True,True,TWD
2345,智邦,5231000,5.28,2140.0,2.8846153846153846,10883355076.0,1.51,1200792306000.0,10.75050709939148,25010823.0,44.42,64.02,0.5689008042895443,False,False,False,TWD
2368,金像電,7748000,5.08,1390.0,9.881422924901186,12001744990.0,3.72,709635171000.0,11.17023737911249,7384878.0,63.14,61.77,0.864343163538874,True,True,True,TWD
8046,南電,11881000,4.9,874.0,9.937106918238994,19652093707.0,5.17,564748647000.0,12.643335815338794,4290690.0,39.03,32.14,0.6563002680965148,True,True,True,TWD
2454,聯發科,3867000,4.44,2435.0,9.932279909706546,55362223685.0,2.25,3905526207000.0,8.653026427962489,63219184.0,12.89,-2.71,0.5361930294906166,True,True,True,TWD
6223,旺矽,1774000,3.89,4650.0,-2.9227557411273484,7148167980.0,5.02,455613045000.0,11.611360919801923,1388492.0,38.61,39.01,0.7683646112600536,False,False,False,TWD
3037,欣興,9287000,3.46,790.0,8.516483516483516,7675808875.0,8.55,1343239449000.0,11.308176618246163,13079019.0,23.26,24.45,0.7576407506702413,True,True,True,TWD
5274,信驊,351000,2.71,16370.0,4.467134652201659,8877172807.0,1.07,618830199000.0,11.855945121951219,1235429.0,63.62,52.37,0.914745308310992,True,True,True,TWD
6669,緯穎,1101000,2.41,4635.0,9.058823529411764,22637965200.0,5.37,861372108000.0,8.412091963268315,98649307.0,13.87,62.02,0.6745308310991958,True,True,False,TWD
2327,國巨*,14288000,2.0,297.0,0.6779661016949152,9677448351.0,5.61,615670902000.0,9.331476323119778,13630196.0,22.78,22.7,0.7785522788203754,False,False,False,TWD
3711,日月光投控,7654000,1.79,496.0,6.7814854682454255,13360922959.0,0.49,2206196492800.0,9.527886497064578,61576674.0,14.56,17.21,0.6310991957104558,True,True,True,TWD
6515,穎崴,368000,1.75,10060.0,-6.244175209692451,5706588710.0,3.31,362578496000.0,13.96505875961456,1221786.0,69.24,29.73,0.9592493297587131,False,False,False,TWD
6805,富世達,1698000,1.53,1915.0,0.2617801047120419,6893190660.0,15.01,131280718500.0,11.48440637130237,1600219.0,95.02,85.8,0.8772117962466488,False,False,False,TWD
6510,精測,875000,1.5,3630.0,-5.714285714285714,5683398755.0,7.97,119024070000.0,14.395502739628549,487462.0,25.51,17.79,0.763538873994638,False,False,False,TWD
6274,台燿,3019000,1.49,1045.0,10.0,4474939121.0,10.05,301706339000.0,10.969228852622399,3781706.0,72.34,57.89,0.885254691689008,True,True,True,TWD
2449,京元電子,10503000,1.42,286.0,3.063063063063063,10461896184.0,5.6,349705098600.0,9.654617036506801,3597874.0,36.05,39.32,0.7522788203753351,False,False,False,TWD
3661,世芯-KY,694000,1.38,4215.0,5.9045226130653266,13957419465.0,25.47,342610374000.0,9.741566078613433,1933218.0,-46.57,-60.07,0.04932975871313673,True,True,False,TWD
3189,景碩,5038000,1.25,526.0,9.812108559498958,29755624353.0,16.34,240272592000.0,12.770425044540595,3939324.0,25.05,28.83,0.7109919571045576,True,True,True,TWD
